Date,Price,Market Caps,Volumes
2015-12-01 00:00:00.000,363.4499999999999,5417967322.499998,523072117.50624603
2015-12-02 00:00:00.000,358.8199999999999,5350373990.499998,1153668371.9578505
2015-12-03 00:00:00.000,360.954,5383466480.7,1149814390.1438584
2015-12-04 00:00:00.000,362.7669999999999,5411894143.624998,1039912869.9731772
2015-12-05 00:00:00.000,390.645,5829507439.875,1426331736.1368082
2015-12-06 00:00:00.000,394.0109999999999,5881283993.699999,1512626609.7304864
2015-12-07 00:00:00.000,394.355,5887868033.125,1282263557.3988562
2015-12-08 00:00:00.000,412.9300000000001,6167016640.750002,954462002.2518704
2015-12-09 00:00:00.000,417.3679999999999,6235070986.199999,1528970867.732093
2015-12-10 00:00:00.000,416.91,6230407267.5,1275837073.4425912
2015-12-11 00:00:00.000,452.4149999999999,6762812523.749998,1623480958.4502342
2015-12-12 00:00:00.000,434.903,6502593547.975,1745413356.7816703
2015-12-13 00:00:00.000,435.8150000000001,6517994663.125002,1484344615.6204193
2015-12-14 00:00:00.000,443.277,6631778541.6,1497157323.9409719
2015-12-15 00:00:00.000,464.9989999999999,6958907659.574999,1555251795.3592968
2015-12-16 00:00:00.000,453.9139999999999,6794808883.749998,896686369.8324581
2015-12-17 00:00:00.000,456.473,6834975641.85,1302614351.2750235
2015-12-18 00:00:00.000,463.816,6946908498.6,1135226734.002981
2015-12-19 00:00:00.000,462.0529999999999,6922223916.849998,556941126.9945824
2015-12-20 00:00:00.000,441.1289999999999,6610549657.724998,1175787490.6247997
2015-12-21 00:00:00.000,437.8090000000001,6562505169.825002,1416880180.0048287
2015-12-22 00:00:00.000,436.2370000000001,6540512246.925001,1296402582.2604847
2015-12-23 00:00:00.000,442.821,6640942254.9,955949147.6136756
2015-12-24 00:00:00.000,454.907,6823821080.825,1418671442.057204
2015-12-25 00:00:00.000,455.7419999999999,6838203626.099998,1058738142.1988857
2015-12-26 00:00:00.000,417.092,6260008700.4,1725069505.9869354
2015-12-27 00:00:00.000,423.925,6364767557.5,1378749291.4939413
2015-12-28 00:00:00.000,420.708,6318056013.9,1310931884.6738522
2015-12-29 00:00:00.000,432.1540000000001,6491698545.650002,1176234726.8014364
2015-12-30 00:00:00.000,426.811,6413208734.625,1227648166.044458
2015-12-31 00:00:00.000,431.139,6479728151.175,1310033274.6107447
2016-01-01 00:00:00.000,434.4269999999999,6530621623.574999,1338781510.5888267
2016-01-02 00:00:00.000,434.3260000000001,6530688608.250002,769869067.6019802
2016-01-03 00:00:00.000,430.198,6470199429.9,984185979.6461835
2016-01-04 00:00:00.000,433.5339999999999,6522334778.049998,1021957722.8426229
2016-01-05 00:00:00.000,432.115,6502628563.125,758209345.881597
2016-01-06 00:00:00.000,431.3430000000001,6492499350.975001,833341869.2838143
2016-01-07 00:00:00.000,456.434,6870164692.05,1637948558.2555692
2016-01-08 00:00:00.000,454.6963000000001,6847658073.555001,1501742593.9812622
2016-01-09 00:00:00.000,448.7090000000001,6759240198.750002,1085553694.1445763
2016-01-10 00:00:00.000,447.2069999999999,6738604517.399999,1361099089.9371536
2016-01-11 00:00:00.000,448.3490000000001,6757695467.600001,1182725805.933856
2016-01-12 00:00:00.000,445.792,6721027667.2,888588584.7561319
2016-01-13 00:00:00.000,432.1200000000001,6516499236.000002,1584488640.9822845
2016-01-14 00:00:00.000,429.2429999999999,6474583370.174998,1266295629.45831
2016-01-15 00:00:00.000,365.912,5519407460.2,1576734613.7039278
2016-01-16 00:00:00.000,384.813,5806905132.6,1710583688.2242782
2016-01-17 00:00:00.000,386.3560000000001,5830189311.200002,1476285800.5507712
2016-01-18 00:00:00.000,385.1320000000001,5814809590.700002,1357696058.8206067
2016-01-19 00:00:00.000,379.015,5723770825.5,1157108220.8545206
2016-01-20 00:00:00.000,418.848,6326929406.4,1674254290.1511552
2016-01-21 00:00:00.000,407.8150000000002,6161646248.875003,1484721462.288631
2016-01-22 00:00:00.000,377.2100000000001,5700897323.250002,1626853795.9614305
2016-01-23 00:00:00.000,389.6409999999999,5889248376.549998,755378842.1307422
2016-01-24 00:00:00.000,403.0559999999999,6094932220.799998,1458284443.5169122
2016-01-25 00:00:00.000,392.3260000000001,5934195570.050001,1332190240.7947457
2016-01-26 00:00:00.000,392.4559999999998,5937437389.799997,1231352757.4795895
2016-01-27 00:00:00.000,394.491,5968224752.175,1023661369.6216024
2016-01-28 00:00:00.000,379.5519999999999,5745544310.399999,1144817695.5234942
2016-01-29 00:00:00.000,378.912,5737400248.8,1378222858.2537942
2016-01-30 00:00:00.000,376.921,5709052772.55,926767404.3542867
2016-01-31 00:00:00.000,364.352,5520342696.0,795209372.712972
2016-02-01 00:00:00.000,371.041,5623172735.125,1028395380.8818554
2016-02-02 00:00:00.000,372.8679999999999,5652529732.799998,669492000.7292296
2016-02-03 00:00:00.000,368.124,5582278351.5,701511710.5572596
2016-02-04 00:00:00.000,388.3759999999999,5891023099.599998,1068491901.0833611
2016-02-05 00:00:00.000,385.7330000000001,5852736452.325002,1099201402.3270342
2016-02-06 00:00:00.000,374.9049999999999,5690251854.249998,979578026.0038061
2016-02-07 00:00:00.000,375.5170000000002,5701239912.875003,551083226.5427567
2016-02-08 00:00:00.000,371.1359999999999,5636117687.999998,542257471.058673
2016-02-09 00:00:00.000,373.909,5679902055.4,465479007.436967
2016-02-10 00:00:00.000,379.829,5771368714.85,814090887.7056519
2016-02-11 00:00:00.000,377.058,5730998806.5,503979335.12027735
2016-02-12 00:00:00.000,382.72,5818750496.0,658159244.500266
2016-02-13 00:00:00.000,390.4240000000001,5937412022.400002,740171994.7251545
2016-02-14 00:00:00.000,404.1440000000001,6147686974.000002,1319015072.5724676
2016-02-15 00:00:00.000,399.379,6076721221.075,1388195099.8471158
2016-02-16 00:00:00.000,407.0129999999998,6194279970.374997,1111797900.4521844
2016-02-17 00:00:00.000,416.8499999999999,6345582494.999998,1296165324.1759655
2016-02-18 00:00:00.000,421.4220000000001,6417045471.750002,1445224878.5173087
2016-02-19 00:00:00.000,419.377,6387331882.925,601898504.2767404
2016-02-20 00:00:00.000,441.1199999999998,6720209555.999997,1385245439.8751278
2016-02-21 00:00:00.000,438.6499999999999,6684028071.249998,1506908216.5909653
2016-02-22 00:00:00.000,437.8029999999999,6672478907.474998,1166708341.4203901
2016-02-23 00:00:00.000,420.3020000000001,6407178255.950002,1465084346.963302
2016-02-24 00:00:00.000,423.1870000000001,6452416826.400002,1457408415.8942337
2016-02-25 00:00:00.000,423.142,6453391534.75,1416389937.2195773
2016-02-26 00:00:00.000,427.029,6514156583.4,58325277.64245085
2016-02-27 00:00:00.000,432.1390000000001,6593663289.800001,595150632.3741599
2016-02-28 00:00:00.000,432.7970000000001,6605163875.275002,546124185.8661692
2016-02-29 00:00:00.000,436.919,6669535766.075,1847224330.8996885
2016-03-01 00:00:00.000,431.371,6586086153.8,2515777833.930286
2016-03-02 00:00:00.000,424.485,6482862265.5,2052408228.7895234
2016-03-03 00:00:00.000,420.1709999999999,6418406144.699999,2737847218.462073
2016-03-04 00:00:00.000,409.408,6255529065.6,2408874554.407219
2016-03-05 00:00:00.000,397.2410000000001,6071173237.350001,2766255766.6448894
2016-03-06 00:00:00.000,404.912,6189869498.4,2521764887.178534
2016-03-07 00:00:00.000,413.74,6326260439.5,2361080396.000645
2016-03-08 00:00:00.000,411.8770000000001,6299329213.400002,1845168034.2779822
2016-03-09 00:00:00.000,412.3190000000001,6307800373.650002,1705210742.922722
2016-03-10 00:00:00.000,416.2920000000001,6370256293.500002,2166212980.4221253
2016-03-11 00:00:00.000,419.299,6417916283.7,2440375016.827296
2016-03-12 00:00:00.000,410.8010000000001,6289332499.925001,2292018374.4436398
2016-03-13 00:00:00.000,412.4949999999999,6316587496.874998,1845648236.2910593
2016-03-14 00:00:00.000,414.585,6350177715.75,1803876534.2741227
2016-03-15 00:00:00.000,415.6410000000001,6367983805.875002,2111129338.3052552
2016-03-16 00:00:00.000,416.5440000000001,6383495145.600001,1895643174.07286
2016-03-17 00:00:00.000,418.4000000000001,6413413020.000002,1743173852.7310321
2016-03-18 00:00:00.000,408.28,6259667304.0,2438769296.167774
2016-03-19 00:00:00.000,406.7389999999999,6237403575.849998,1764836350.22334
2016-03-20 00:00:00.000,411.8820000000001,6317806512.750002,1440329762.2947476
2016-03-21 00:00:00.000,411.091,6307102003.85,2250456009.66558
2016-03-22 00:00:00.000,416.36,6389481378.0,2041042449.9845455
2016-03-23 00:00:00.000,418.076,6417382984.8,1985257305.3708298
2016-03-24 00:00:00.000,414.8829999999999,6369854280.124998,2021330255.0508976
2016-03-25 00:00:00.000,415.743,6384534070.275,1933831281.7491696
2016-03-26 00:00:00.000,416.7149999999999,6401148697.124998,1604214632.4064965
2016-03-27 00:00:00.000,425.349,6535264076.775,2326287423.8189363
2016-03-28 00:00:00.000,422.756,6497115017.1,2155194925.8853908
2016-03-29 00:00:00.000,415.5470000000001,6388027423.525002,2681866388.8263345
2016-03-30 00:00:00.000,412.597,6344204936.175,2387281658.2325406
2016-03-31 00:00:00.000,415.366,6388090244.55,1432304098.8288007
